,InChIKey,Solubility,SD,Ocurrences,Group,MolWt,MolLogP,MolMR,HeavyAtomCount,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumValenceElectrons,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,RingCount,TPSA,LabuteASA,BalabanJ,BertzCT,base_rdkit_smiles
3968,ALOUNLDAKADEEB-UHFFFAOYSA-N,-3.2831,0.1996825072999999,2,G3,230.30399999999997,2.4532000000000007,60.968000000000046,16.0,4.0,0.0,4.0,9.0,94.0,0.0,0.0,0.0,0.0,52.60000000000001,97.30374894529356,3.0976081049326942,179.19544121138722,COC(=O)CCCCCCCCC(=O)OC
3969,YORCIIVHUBAYBQ-UHFFFAOYSA-N,-0.9022,0.0,1,G1,118.96099999999998,1.0145,22.626999999999995,4.0,0.0,0.0,1.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,34.33590825412339,2.4330963097956344,33.03830640231605,C#CCBr
3970,KDKYADYSIPSCCQ-UHFFFAOYSA-N,-1.2753,0.01765,2,G3,54.09199999999999,1.0295999999999998,19.124,4.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,26.833302762878645,2.4330963097956344,29.793193904479523,C#CCC
3971,SUVIGLJNEAMWEG-UHFFFAOYSA-N,-1.6021,0.0,1,G1,76.16399999999999,1.3262,24.14399999999999,4.0,1.0,1.0,1.0,1.0,26.0,0.0,0.0,0.0,0.0,0.0,32.62420192002449,1.9747448713915892,5.245112497836532,CCCS
3972,IBYHHJPAARCAIE-UHFFFAOYSA-N,-1.3177,0.0,1,G1,143.411,1.6201,24.514,4.0,0.0,0.0,2.0,1.0,26.0,0.0,0.0,0.0,0.0,0.0,39.27500697474919,1.9747448713915892,8.0,ClCCBr
3973,OSDWBNJEKMUWAV-UHFFFAOYSA-N,-1.3562,0.2639,2,G3,76.52600000000001,1.4112,20.916999999999994,4.0,0.0,0.0,1.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,31.082798451320183,2.2968352619191386,17.24511249783653,C=CCCl
3974,VVJKKWFAADXIJK-UHFFFAOYSA-N,1.2434,0.0,1,G1,57.096,0.1311,19.2514,4.0,1.0,1.0,1.0,1.0,24.0,0.0,0.0,0.0,0.0,26.02,26.11942292145123,2.2968352619191386,17.24511249783653,C=CCN
3975,PIICEJLVQHRZGT-UHFFFAOYSA-N,1.2211,1.00660136885,2,G2,60.09999999999999,-1.0962,18.10880000000001,4.0,2.0,2.0,2.0,1.0,26.0,0.0,0.0,0.0,0.0,52.04,25.783974536251588,1.9747448713915892,6.0,NCCN
3976,XXROGKLTLUQVRX-UHFFFAOYSA-N,1.236,1.1832790760499998,2,G2,58.080000000000005,0.1646999999999999,17.282799999999998,4.0,1.0,1.0,1.0,1.0,24.0,0.0,0.0,0.0,0.0,20.23,25.57376597663452,2.2968352619191386,17.24511249783653,C=CCO
3977,LYCAIKOWRPUZTN-UHFFFAOYSA-N,1.2071,0.56355,2,G2,62.068000000000005,-1.029,14.171600000000002,4.0,2.0,2.0,2.0,1.0,26.0,0.0,0.0,0.0,0.0,40.46,24.69266064661818,1.9747448713915892,6.0,OCCO
3978,LEQAOMBKQFMDFZ-UHFFFAOYSA-N,1.2363,0.0,1,G1,58.036,-0.6158000000000001,12.128,4.0,2.0,0.0,2.0,1.0,22.0,0.0,0.0,0.0,0.0,34.14,23.42723734231369,2.7320508075688776,25.019550008653876,O=CC=O
3979,XOAAWQZATWQOTB-UHFFFAOYSA-N,-0.1906,0.0,1,G1,125.14899999999996,-1.1670999999999996,25.47,7.0,3.0,2.0,5.0,2.0,44.0,0.0,0.0,0.0,0.0,80.39,42.07271984927949,3.602196822415083,125.87033355475133,NCCS(=O)(=O)O
3980,SUMDYPCJJOFFON-UHFFFAOYSA-N,0.8992,0.0,1,G1,126.13299999999998,-1.1334999999999995,23.501399999999997,7.0,3.0,2.0,5.0,2.0,44.0,0.0,0.0,0.0,0.0,74.6,41.5270629044628,3.602196822415083,122.62522105691478,O=S(=O)(O)CCO
3981,SVTBMSDMJJWYQN-UHFFFAOYSA-N,0.9275,0.0,1,G1,118.176,0.5282,32.59559999999998,8.0,2.0,2.0,2.0,2.0,50.0,0.0,0.0,0.0,0.0,40.46,50.15242910420461,3.388924101358251,61.419011889093376,CC(O)CC(C)(C)O
3982,DYAHQFWOVKZOOW-UHFFFAOYSA-N,0.8536,0.0,1,G1,140.094,2.2038,30.859499999999983,8.0,2.0,0.0,4.0,2.0,50.0,0.0,0.0,0.0,0.0,26.3,48.61176894243514,3.5623157642674084,106.6059378176129,CC(C)OP(C)(=O)F
3983,IDCBOTIENDVCBQ-UHFFFAOYSA-N,0.5373,0.0,1,G1,290.189,3.3652000000000024,62.80200000000004,17.0,7.0,0.0,9.0,10.0,104.0,0.0,0.0,0.0,0.0,80.29,101.9607933250904,4.786871873258736,245.59828156425172,CCOP(=O)(OCC)OP(=O)(OCC)OCC
3984,CXQXSVUQTKDNFP-UHFFFAOYSA-N,-6.8424,0.0,1,G1,236.536,3.391200000000002,66.34400000000004,13.0,2.0,0.0,5.0,4.0,80.0,0.0,0.0,0.0,0.0,18.46,86.15721213938389,4.252851184729936,149.20840262051135,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C
3985,QPLJYAKLSCXZSF-UHFFFAOYSA-N,-1.2843,0.0,1,G1,192.429,1.4519,35.8254,9.0,2.0,1.0,6.0,1.0,54.0,0.0,0.0,0.0,0.0,52.32000000000001,66.99389196383113,3.394970924416841,110.11571282193988,NC(=O)OCC(Cl)(Cl)Cl
3986,KOKPBCHLPVDQTK-UHFFFAOYSA-N,0.3326,0.0,1,G1,130.18699999999998,1.3905,36.386,9.0,2.0,0.0,2.0,3.0,54.0,0.0,0.0,0.0,0.0,26.3,56.20397104375985,3.713999809664675,105.4837783761905,COC(C)(C)CC(C)=O
3987,YXZFFTJAHVMMLF-UHFFFAOYSA-N,-2.886,0.0,1,G1,151.047,2.4274000000000004,33.24899999999999,6.0,0.0,0.0,1.0,2.0,38.0,0.0,0.0,0.0,0.0,0.0,48.06656709105734,2.6272148478988635,25.11941547876375,CC(C)CCBr
3988,PUPZLCDOIYMWBV-UHFFFAOYSA-N,1.0452,0.0,1,G1,90.122,-0.2503999999999999,23.383599999999998,6.0,2.0,2.0,2.0,2.0,38.0,0.0,0.0,0.0,0.0,40.46,37.4225448754114,2.6272148478988635,26.72905595320056,CC(O)CCO
3989,HSJKGGMUJITCBW-UHFFFAOYSA-N,1.055,0.0,1,G1,88.106,-0.0438,22.361799999999995,6.0,2.0,1.0,2.0,2.0,36.0,0.0,0.0,0.0,0.0,37.3,36.78983322325915,2.8141442217770303,40.81274391313339,CC(O)CC=O
3990,DGJMPUGMZIKDRO-UHFFFAOYSA-N,0.1893,0.0,1,G1,84.078,-0.6146200000000002,19.4244,6.0,2.0,1.0,3.0,1.0,32.0,0.0,0.0,0.0,0.0,66.88,35.363127735147955,3.1275799516775438,91.45654516950492,N#CCC(N)=O
3991,FERIUCNNQQJTOY-UHFFFAOYSA-N,-0.1669,0.5815303775384395,3,G4,88.10599999999998,0.8711,22.543799999999997,6.0,1.0,1.0,2.0,2.0,36.0,0.0,0.0,0.0,0.0,37.3,36.78983322325915,2.831257109931365,49.50977500432694,CCCC(=O)O
3992,FSYKKLYZXJSNPZ-UHFFFAOYSA-N,0.5273,0.0,1,G1,89.09399999999998,-0.7096000000000002,21.5625,6.0,2.0,2.0,3.0,2.0,36.0,0.0,0.0,0.0,0.0,49.33,35.97475329247059,2.831257109931365,52.75488750216347,CNCC(=O)O
3993,UEEJHVSXFDXPFK-UHFFFAOYSA-N,1.0499,0.0,1,G1,89.13799999999999,-0.4597000000000001,25.63979999999999,6.0,2.0,1.0,2.0,2.0,38.0,0.0,0.0,0.0,0.0,23.47,38.38814479341875,2.6272148478988635,28.72905595320056,CN(C)CCO
3994,BZHMBWZPUJHVEE-UHFFFAOYSA-N,-4.2605,0.0,1,G1,100.20499999999998,2.688500000000001,34.292999999999985,7.0,0.0,0.0,0.0,2.0,44.0,0.0,0.0,0.0,0.0,0.0,46.92890371420919,2.9532231745612925,29.302968908806456,CC(C)CC(C)C
3995,WVYWICLMDOOCFB-UHFFFAOYSA-N,-0.7945,0.06180167315,2,G3,102.17699999999998,1.4133,31.135799999999985,7.0,1.0,1.0,1.0,2.0,44.0,0.0,0.0,0.0,0.0,20.23,45.3581953520086,2.9532231745612925,33.44467835888275,CC(C)CC(C)O
3996,WFDIJRYMOXRFFG-UHFFFAOYSA-N,0.0702,0.0,1,G1,102.089,0.096,22.44699999999999,7.0,3.0,0.0,3.0,0.0,40.0,0.0,0.0,0.0,0.0,43.370000000000005,41.27066680061378,3.318019590380522,83.10802962390817,CC(=O)OC(C)=O
3997,RNYZJZKPGHQTJR-UHFFFAOYSA-N,-0.9827,0.0,1,G1,96.08499999999998,0.6131,24.371999999999996,7.0,2.0,0.0,2.0,0.0,36.0,0.0,0.0,1.0,1.0,26.3,41.089049597068886,2.759543614305127,128.15914403188967,C=C1C=CC(=O)O1
3998,CDCTYRNLXFEDHC-UHFFFAOYSA-N,-2.3696,0.0,1,G1,234.192,2.27802,54.81120000000002,15.0,5.0,1.0,7.0,6.0,86.0,1.0,0.0,0.0,1.0,73.44,88.54362202484127,2.6981710261565124,342.1657978425027,CCOP(=O)(OCC)Oc1cc(C)[nH]n1
3999,OSOUNOBYRMOXQQ-UHFFFAOYSA-N,-3.5228,0.0,1,G1,126.586,2.6484200000000007,36.189,8.0,0.0,0.0,1.0,0.0,42.0,1.0,0.0,0.0,1.0,0.0,54.09961146077524,3.077660437970554,164.24662946459569,Cc1cccc(Cl)c1
4000,GKKDCARASOJPNG-UHFFFAOYSA-N,-2.8997,0.0151499999999999,2,G3,176.212,1.4504,42.18800000000002,12.0,4.0,0.0,4.0,0.0,72.0,0.0,1.0,1.0,1.0,36.92,72.7421955931041,2.450052921667673,99.01955000865388,CC1OC(C)OC(C)OC(C)O1
4001,PPXUHEORWJQRHJ-UHFFFAOYSA-N,-1.8135,0.0920636582943411,3,G5,130.18699999999998,1.5956,36.088,9.0,2.0,0.0,2.0,3.0,54.0,0.0,0.0,0.0,0.0,26.3,56.20397104375983,3.2711920488970017,86.91694057588533,CCOC(=O)CC(C)C
4002,BWZVCCNYKMEVEX-UHFFFAOYSA-N,-0.5394,0.0,1,G1,121.183,2.00686,38.44800000000001,9.0,1.0,0.0,1.0,0.0,48.0,1.0,0.0,0.0,1.0,12.89,55.7458774436333,3.165670309917317,165.32984016148868,Cc1cc(C)nc(C)c1
4003,CPIVYSAVIPTCCX-UHFFFAOYSA-N,-2.0451,0.0,1,G1,144.21399999999997,1.9841,40.68300000000001,10.0,2.0,0.0,2.0,3.0,60.0,0.0,0.0,0.0,0.0,26.3,62.56891315815644,3.431380738339312,107.82521876648654,CC(=O)OC(C)CC(C)C
4004,FKNQCJSGGFJEIZ-UHFFFAOYSA-N,1.0309,0.0,1,G1,93.129,1.39002,28.973999999999997,7.0,1.0,0.0,1.0,0.0,36.0,1.0,0.0,0.0,1.0,12.89,43.01599321484008,3.0214653097240864,134.10736969541455,Cc1ccncc1
4005,RMVRSNDYEFQCLF-UHFFFAOYSA-N,-2.1204,0.0,1,G1,110.18099999999995,1.9753,33.694,7.0,1.0,1.0,1.0,0.0,36.0,1.0,0.0,0.0,1.0,0.0,48.58646978289869,3.0214653097240864,134.10736969541455,Sc1ccccc1
4006,ITQTTZVARXURQS-UHFFFAOYSA-N,1.0309,0.0,1,G1,93.129,1.39002,28.973999999999997,7.0,1.0,0.0,1.0,0.0,36.0,1.0,0.0,0.0,1.0,12.89,43.01599321484008,3.0214653097240864,134.10736969541455,Cc1cccnc1
4007,SJRJJKPEHAURKC-UHFFFAOYSA-N,0.995,0.0,1,G1,101.149,-0.0516,28.315999999999985,7.0,2.0,0.0,2.0,0.0,42.0,0.0,1.0,1.0,1.0,12.47,44.066567231597,2.1229179499593664,50.041843979966416,CN1CCOCC1
4008,JOMNTHCQHJPVAZ-UHFFFAOYSA-N,0.6378,0.0510999999999999,2,G3,100.165,-0.4323000000000001,30.334399999999988,7.0,2.0,2.0,2.0,0.0,42.0,0.0,1.0,1.0,1.0,24.06,44.29291269910284,2.1229179499593664,48.041843979966416,CC1CNCCN1
4009,CAWHJQAVHZEVTJ-UHFFFAOYSA-N,1.0263,0.0,1,G1,94.117,0.7850199999999998,26.76899999999999,7.0,2.0,0.0,2.0,0.0,36.0,1.0,0.0,0.0,1.0,25.78,42.2356411957866,3.0214653097240864,136.00750422530467,Cc1cnccn1
4010,PYGXAGIECVVIOZ-UHFFFAOYSA-N,-3.8955,1.443236982058069,3,G4,314.46600000000007,4.7938000000000045,88.67000000000007,22.0,4.0,0.0,4.0,15.0,130.0,0.0,0.0,0.0,0.0,52.60000000000001,135.49340163167324,3.2259727928316795,248.2607212192848,CCCCOC(=O)CCCCCCCCC(=O)OCCCC
4011,NJEMMCIKSMMBDM-UHFFFAOYSA-N,-2.065,0.0,1,G1,290.356,1.7062,73.37200000000006,20.0,6.0,0.0,6.0,13.0,118.0,0.0,0.0,0.0,0.0,71.06,120.26072363310054,3.3244017748416343,228.0486833279507,CCOCCOC(=O)CCCCC(=O)OCCOCC
4012,IFCAMPHNVKBSTF-UHFFFAOYSA-N,-0.4121,0.0,1,G1,98.14499999999995,0.7806,29.747799999999984,7.0,1.0,1.0,1.0,0.0,40.0,0.0,0.0,0.0,0.0,20.23,44.35742074386787,3.236502566584802,84.08847961525429,CCC#CC(C)O
4013,OZCMOJQQLBXBKI-UHFFFAOYSA-N,-1.5236,0.3098830776999999,2,G3,100.161,1.8025,30.986999999999984,7.0,1.0,0.0,1.0,3.0,42.0,0.0,0.0,0.0,0.0,9.23,44.98790379713521,2.8099823316091586,48.14170945007629,C=COCC(C)C
4014,VEFLKXRACNJHOV-UHFFFAOYSA-N,-2.0747,0.0,1,G1,201.889,2.166300000000001,32.20499999999999,5.0,0.0,0.0,2.0,2.0,32.0,0.0,0.0,0.0,0.0,0.0,49.20423046790548,2.19060968716425,12.36452797660028,BrCCCBr
4015,QMMOXUPEWRXHJS-HYXAFXHYSA-N,-2.5384,0.0,1,G1,70.135,1.9725,25.10499999999999,5.0,0.0,0.0,0.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,33.50941645323172,2.622415807990217,27.019550008653876,C/C=C\CC
4016,HQABUPZFAYXKJW-UHFFFAOYSA-N,1.1359,0.0,1,G1,73.139,0.7452000000000001,23.9624,5.0,1.0,1.0,1.0,2.0,32.0,0.0,0.0,0.0,0.0,26.02,33.17396806803209,2.19060968716425,11.119415478763749,CCCCN
4017,WSGYTJNNHPZFKR-UHFFFAOYSA-N,1.1483,0.0,1,G1,71.07900000000001,-0.10762,17.3158,5.0,2.0,1.0,2.0,1.0,28.0,0.0,0.0,0.0,0.0,44.02,30.65594869028749,2.483699570591265,45.344977967946406,N#CCCO
4018,WQAQPCDUOCURKW-UHFFFAOYSA-N,-2.1792,0.0,1,G1,90.191,1.7163,28.76099999999999,5.0,1.0,1.0,1.0,2.0,32.0,0.0,0.0,0.0,0.0,0.0,38.9891440344211,2.19060968716425,11.119415478763749,CCCCS
4019,GBHCABUWWQUMAJ-UHFFFAOYSA-N,1.1186,0.0,1,G1,76.09899999999999,-1.5579999999999998,19.2759,5.0,3.0,3.0,3.0,2.0,32.0,0.0,0.0,0.0,0.0,58.28,30.758315795277905,2.19060968716425,15.119415478763749,NNCCO
4020,XNWFRZJHXBZDAG-UHFFFAOYSA-N,1.1186,0.0,1,G1,76.095,-0.3748999999999999,18.9618,5.0,2.0,1.0,2.0,2.0,32.0,0.0,0.0,0.0,0.0,29.46,31.37691423832566,2.19060968716425,12.36452797660028,COCCO
4021,GJRQTCIYDGXPES-UHFFFAOYSA-N,-1.2657,0.0436419851378588,3,G5,116.15999999999998,1.2055,31.470999999999982,8.0,2.0,0.0,2.0,2.0,48.0,0.0,0.0,0.0,0.0,26.3,49.83902892936324,3.0500782919131915,76.59772060569361,CC(=O)OCC(C)C
4022,HQDAJGNZGNZGCO-UHFFFAOYSA-N,-0.2674,0.0,1,G1,115.136,0.0505000000000001,31.502099999999995,8.0,2.0,2.0,4.0,1.0,46.0,0.0,0.0,0.0,0.0,67.47999999999999,47.750810857778994,3.446714884438101,114.45183036609208,CC(C)=NNC(N)=O
4023,RGXWDWUGBIJHDO-UHFFFAOYSA-N,-4.1006,0.0,1,G1,200.322,3.6902000000000026,59.24300000000005,14.0,2.0,0.0,2.0,9.0,84.0,0.0,0.0,0.0,0.0,26.3,88.0286816157429,3.014825784459536,132.28341890015258,CCCCCCCCCC(=O)OCC
4024,ONKUXPIBXRRIDU-UHFFFAOYSA-N,-3.5091,0.0,1,G1,258.3579999999999,3.2334000000000023,70.20200000000006,18.0,4.0,0.0,4.0,11.0,106.0,0.0,0.0,0.0,0.0,52.60000000000001,110.03363317408676,3.162653055346669,201.8338811517707,CCOC(=O)CCCCCCCCC(=O)OCC
4025,XKYICAQFSCFURC-UHFFFAOYSA-N,-1.5206,0.0131999999999999,2,G3,116.15999999999998,1.2055,31.470999999999982,8.0,2.0,0.0,2.0,4.0,48.0,0.0,0.0,0.0,0.0,26.3,49.83902892936323,2.814002148389726,59.54887502163469,CC(C)CCOC=O
4026,XLLIQLLCWZCATF-UHFFFAOYSA-N,0.9276,0.0,1,G1,118.132,0.1959000000000001,28.508999999999983,8.0,3.0,0.0,3.0,3.0,48.0,0.0,0.0,0.0,0.0,35.53,48.58763204447351,2.822354554248032,70.07403392114696,COCCOC(C)=O
4027,KJDRSWPQXHESDQ-UHFFFAOYSA-N,-0.92,0.0,1,G1,127.014,2.2442,30.673999999999992,6.0,0.0,0.0,2.0,3.0,38.0,0.0,0.0,0.0,0.0,0.0,48.44060982478272,2.3390923149762908,17.509775004326936,ClCCCCCl
4028,FQDIANVAWVHZIR-OWOJBTEDSA-N,-2.1675,0.0829999999999999,2,G3,124.998,2.0202,30.57999999999999,6.0,0.0,0.0,2.0,2.0,36.0,0.0,0.0,0.0,0.0,0.0,47.75100679259846,2.734385993561548,34.81274391313339,ClC/C=C/CCl
4029,DPBLXKKOBLCELK-UHFFFAOYSA-N,1.0597,0.0,1,G1,87.16600000000001,1.1353,28.57939999999999,6.0,1.0,1.0,1.0,3.0,38.0,0.0,0.0,0.0,0.0,26.02,39.53891018242869,2.3390923149762908,15.900134529890124,CCCCCN
4030,ZRKMQKLGEQPLNS-UHFFFAOYSA-N,-2.8248,0.0,1,G1,104.218,2.1064000000000003,33.377999999999986,6.0,1.0,1.0,1.0,3.0,38.0,0.0,0.0,0.0,0.0,0.0,45.35408614881771,2.3390923149762908,15.900134529890124,CCCCCS
4031,DNJRKFKAFWSXSE-UHFFFAOYSA-N,-2.3951,0.0,1,G1,106.552,1.3853,26.86899999999999,6.0,1.0,0.0,2.0,3.0,36.0,0.0,0.0,0.0,0.0,9.23,42.56128579522367,2.4884037718761123,36.529325012980806,C=COCCCl
4032,ZNQVEEAIQZEUHB-UHFFFAOYSA-N,1.0452,0.0,1,G1,90.122,0.0152,23.578799999999998,6.0,2.0,1.0,2.0,3.0,38.0,0.0,0.0,0.0,0.0,29.46,37.741856352722266,2.3390923149762908,17.509775004326936,CCOCCO
4033,GLUUGHFHXGJENI-UHFFFAOYSA-N,1.0648,0.0,1,G1,86.138,-0.8208,25.739399999999996,6.0,2.0,2.0,2.0,0.0,36.0,0.0,1.0,1.0,1.0,24.06,37.92797058470623,2.0,21.019550008653876,C1CNCCN1
4034,YNAVUWVOSKDBBP-UHFFFAOYSA-N,1.0599,0.0,1,G1,87.122,-0.3938000000000001,23.688699999999997,6.0,2.0,1.0,2.0,0.0,36.0,0.0,1.0,1.0,1.0,21.26,37.49165363060507,2.0,23.019550008653876,C1COCCN1
4035,OBYVIBDTOCAXSN-OCAPTIKFSA-O,-1.769,0.0,1,G1,130.255,1.1468,41.43140000000001,9.0,0.0,1.0,1.0,4.0,56.0,0.0,0.0,0.0,0.0,16.61,58.84370801221385,3.2230469044906185,53.587975038942446,CC[C@H](C)[NH2+][C@H](C)CC
4036,QEVGZEDELICMKH-UHFFFAOYSA-N,0.4927,0.0,1,G1,134.087,-0.8277999999999999,26.090599999999995,9.0,3.0,2.0,5.0,4.0,52.0,0.0,0.0,0.0,0.0,83.83000000000001,50.8591343050058,3.1028259423155773,104.12640240679956,O=C(O)COCC(=O)O
4037,MNWFXJYAOYHMED-UHFFFAOYSA-N,-1.6646,0.0,1,G1,130.18699999999998,2.0414,36.39479999999999,9.0,1.0,1.0,2.0,5.0,54.0,0.0,0.0,0.0,0.0,37.3,55.884659566448974,2.828868134909685,78.98533616859814,CCCCCCC(=O)O
4038,SVONRAPFKPVNKG-UHFFFAOYSA-N,0.2716,0.0,1,G1,132.159,0.5860000000000001,33.12599999999999,9.0,3.0,0.0,3.0,4.0,54.0,0.0,0.0,0.0,0.0,35.53,54.95257415887011,2.828868134909685,80.37215811651096,CCOCCOC(C)=O
4039,CXMXRPHRNRROMY-UHFFFAOYSA-N,-2.3059,0.3248702560000001,2,G3,202.25,2.2764,52.20760000000004,14.0,2.0,2.0,4.0,9.0,82.0,0.0,0.0,0.0,0.0,74.6,83.93524176187861,2.9895441287192144,156.96081175542733,O=C(O)CCCCCCCCC(=O)O
4040,AGCQZYRSTIRJFM-UHFFFAOYSA-N,-1.561,0.0,1,G1,240.16799999999995,-0.5638000000000001,47.53080000000003,16.0,8.0,0.0,10.0,11.0,94.0,0.0,0.0,0.0,0.0,123.20000000000002,90.23217096179565,2.9847083013580864,188.70521621571416,O=[N+]([O-])OCCOCCOCCO[N+](=O)[O-]
4041,RPNUMPOLZDHAAY-UHFFFAOYSA-N,0.9864,0.0,1,G1,103.169,-1.506599999999999,30.9785,7.0,3.0,3.0,3.0,4.0,44.0,0.0,0.0,0.0,0.0,64.07,44.06372094865284,2.447472887876344,26.115877901113382,NCCNCCN
4042,SBASXUCJHJRPEV-UHFFFAOYSA-N,0.9203,0.0,1,G1,120.148,-0.3583,29.780799999999985,8.0,3.0,1.0,3.0,5.0,50.0,0.0,0.0,0.0,0.0,38.69,49.22034369662575,2.53006045688352,32.655022032053594,COCCOCCO
4043,BKIMMITUMNQMOS-UHFFFAOYSA-N,-5.7657,0.05715,2,G3,128.259,3.7569000000000026,43.667000000000016,9.0,0.0,0.0,0.0,6.0,56.0,0.0,0.0,0.0,0.0,0.0,59.658787943002416,2.595082706793886,33.30296890880646,CCCCCCCCC
4044,XXJWXESWEXIICW-UHFFFAOYSA-N,0.8723,0.0,1,G1,134.175,0.0317999999999998,34.39779999999999,9.0,3.0,1.0,3.0,6.0,56.0,0.0,0.0,0.0,0.0,38.69,55.58528581102235,2.595082706793886,41.56763141529687,CCOCCOCCO
4045,NLXGURFLBLRZRO-UHFFFAOYSA-N,-1.3461,0.0239870792,2,G3,173.039,1.4547,38.211000000000006,9.0,2.0,0.0,4.0,6.0,56.0,0.0,0.0,0.0,0.0,18.46,65.03264239819308,2.595082706793886,46.22265344735047,ClCCOCOCCCl
4046,NQBXSWAWVZHKBZ-UHFFFAOYSA-N,-1.2504,0.0,1,G1,160.213,1.3662,42.360000000000014,11.0,3.0,0.0,3.0,6.0,66.0,0.0,0.0,0.0,0.0,35.53,67.68245838766332,2.8497612822334424,101.5102929745152,CCCCOCCOC(C)=O
4047,AGYUOJIYYGGHKV-UHFFFAOYSA-N,-0.9955,0.0,1,G1,187.066,1.4972,43.07800000000002,10.0,2.0,0.0,4.0,7.0,62.0,0.0,0.0,0.0,0.0,18.46,71.39758451258969,2.6476048489438337,53.70950594454669,ClCCOCCOCCCl
4048,OAYXUHPQHDHDDZ-UHFFFAOYSA-N,0.7899,0.0,1,G1,162.22899999999998,0.812,43.63180000000001,11.0,3.0,1.0,3.0,8.0,68.0,0.0,0.0,0.0,0.0,38.69,68.31517003981556,2.6909155266923976,58.35751032880843,CCCCOCCOCCO
4049,JLGLQAWTXXGVEM-UHFFFAOYSA-N,0.7846,0.0,1,G1,164.201,-0.3417,40.59980000000001,11.0,4.0,1.0,4.0,8.0,68.0,0.0,0.0,0.0,0.0,47.92,67.06377315492584,2.6909155266923976,59.46091337656868,COCCOCCOCCO
4050,RRQYJINTUHWNHW-UHFFFAOYSA-N,0.7899,0.0,1,G1,162.22899999999998,1.076,43.80500000000002,11.0,3.0,0.0,3.0,8.0,68.0,0.0,0.0,0.0,0.0,27.69,68.63448151712643,2.6909155266923976,58.35751032880843,CCOCCOCCOCC
4051,WFSMVVDJSNMRAR-UHFFFAOYSA-N,0.7490000000000001,0.0,1,G1,178.22799999999998,0.0483999999999998,45.21680000000002,12.0,4.0,1.0,4.0,9.0,74.0,0.0,0.0,0.0,0.0,47.92,73.42871526932245,2.72724281291869,67.45811190640111,CCOCCOCCOCCO
4052,GZMAAYIALGURDQ-UHFFFAOYSA-N,-1.0490000000000002,0.0,1,G1,190.283,1.5922,52.86580000000004,13.0,3.0,1.0,3.0,10.0,80.0,0.0,0.0,0.0,0.0,38.69,81.04505426860878,2.758149818433293,76.23904349481765,CCCCCCOCCOCCO
4053,CBFCDTFDPHXCNY-UHFFFAOYSA-N,-8.1724,0.0,1,G1,282.5559999999999,8.048000000000007,94.4540000000001,20.0,0.0,0.0,0.0,17.0,122.0,0.0,0.0,0.0,0.0,0.0,129.67315120136516,2.8896766777949185,132.11730005192322,CCCCCCCCCCCCCCCCCCCC
4054,ISRUGXGCCGIOQO-UHFFFAOYSA-N,-2.0512,0.0,1,G1,209.245,2.192,57.28970000000004,15.0,3.0,1.0,4.0,3.0,82.0,1.0,0.0,0.0,1.0,47.56,89.19458843414556,2.809453207323335,336.3598482774643,CNC(=O)Oc1ccccc1OC(C)C
4055,PGJBQBDNXAZHBP-UHFFFAOYSA-N,0.8121,0.0,1,G1,154.125,1.1872,36.0885,9.0,1.0,0.0,5.0,2.0,56.0,0.0,0.0,0.0,0.0,23.550000000000004,55.04363954672382,4.208996984237657,124.5293250129808,CN(C)P(=O)(F)N(C)C
4056,DJKGDNKYTKCJKD-UHFFFAOYSA-N,-2.0457,0.0,1,G1,388.845,3.2335000000000003,72.58860000000003,19.0,2.0,2.0,10.0,2.0,106.0,0.0,1.0,2.0,2.0,74.6,136.68863166952926,2.8385185499997143,486.8028747958183,O=C(O)C1C(C(=O)O)C2(Cl)C(Cl)=C(Cl)C1(Cl)C2(Cl)Cl
4057,UXFQFBNBSPQBJW-UHFFFAOYSA-N,0.9782,0.0,1,G1,105.137,-1.3116,26.764,7.0,3.0,3.0,3.0,2.0,44.0,0.0,0.0,0.0,0.0,66.48,42.7624355724241,3.3604351426960584,47.65148445440323,CC(N)(CO)CO
4058,XRVCFZPJAHWYTB-UHFFFAOYSA-N,0.1798,0.0,1,G1,132.203,0.7773999999999999,37.18659999999999,9.0,2.0,2.0,2.0,4.0,56.0,0.0,0.0,0.0,0.0,40.46,56.51737121860122,3.824684203207495,49.8066274519979,CCC(CC)(CO)CO
4059,YAFOVCNAQTZDQB-UHFFFAOYSA-N,-6.4131,0.0,1,G1,362.40600000000006,6.629600000000007,101.07450000000006,25.0,4.0,0.0,5.0,12.0,136.0,2.0,0.0,0.0,2.0,44.760000000000005,150.29828060372955,1.9078310024202128,585.1591174087094,CCCCCCCCOP(=O)(Oc1ccccc1)Oc1ccccc1
4060,VOWPVJACXJNHBC-UHFFFAOYSA-N,-2.1209,0.0,1,G1,264.217,3.898900000000002,68.75550000000004,18.0,4.0,0.0,5.0,5.0,94.0,2.0,0.0,0.0,2.0,44.760000000000005,105.74368580295334,2.1376638619969057,481.7022121515442,COP(=O)(Oc1ccccc1)Oc1ccccc1
